Frame,X,Y,Radius
13-38-07_0_0167,441,634,66
13-38-07_0_0168,439,631,57
13-38-07_0_0169,447,629,66
13-38-07_0_0170,445,632,66
13-38-07_0_0171,435,632,57
13-38-07_0_0172,419,625,49
13-38-07_0_0173,433,621,53
13-38-07_0_0174,422,608,52
13-38-07_0_0175,417,598,31
13-38-07_0_0176,421,593,24
13-38-07_0_0177,415,578,57
13-38-07_0_0178,418,567,28
13-38-07_0_0179,387,544,37
13-38-07_0_0180,389,547,79
13-38-07_0_0181,388,567,75
13-38-07_0_0182,376,585,64
13-38-07_0_0183,361,595,74
13-38-07_0_0184,367,601,68
13-38-07_0_0185,367,583,68
13-38-07_0_0186,374,613,53
13-38-07_0_0187,380,622,48
13-38-07_0_0188,382,634,33
13-38-07_0_0189,397,663,53
13-38-07_0_0190,388,674,44
13-38-07_0_0191,385,681,28
13-38-07_0_0192,419,705,60
13-38-07_0_0193,418,706,58
13-38-07_0_0194,407,710,64
13-38-07_0_0195,427,707,49
13-38-07_0_0196,416,710,58
13-38-07_0_0197,417,711,57
13-38-07_0_0198,427,704,48
13-38-07_0_0199,415,697,58
13-38-07_0_0200,412,698,62
13-38-07_0_0201,410,704,60
13-38-07_0_0202,395,698,45
13-38-07_0_0203,413,709,58
13-38-07_0_0204,397,691,50
13-38-07_0_0205,386,697,40
13-38-07_0_0206,382,671,56
13-38-07_0_0207,363,669,40
13-38-07_0_0208,358,652,35
13-38-07_0_0209,358,649,36
13-38-07_0_0210,333,623,60
13-38-07_0_0211,371,637,61
13-38-07_0_0212,364,641,32
13-38-07_0_0213,339,639,15
13-38-07_0_0214,341,646,13
13-38-07_0_0215,355,655,37
13-38-07_0_0216,329,655,14
13-38-07_0_0217,352,650,36
13-38-07_0_0218,356,657,43
13-38-07_0_0219,369,663,37
13-38-07_0_0220,373,663,61
13-38-07_0_0221,391,685,46
13-38-07_0_0222,373,681,39
13-38-07_0_0223,374,697,37
13-38-07_0_0224,379,701,45
13-38-07_0_0225,391,706,57
13-38-07_0_0226,398,699,60
13-38-07_0_0227,393,706,61
13-38-07_0_0228,393,717,59
13-38-07_0_0229,391,706,57
13-38-07_0_0230,392,704,56
13-38-07_0_0231,381,709,52
13-38-07_0_0232,389,700,61
13-38-07_0_0233,381,701,50
13-38-07_0_0234,386,716,54
13-38-07_0_0235,388,697,61
13-38-07_0_0236,387,689,59
13-38-07_0_0237,388,692,61
13-38-07_0_0238,385,687,60
13-38-07_0_0239,387,677,64
13-38-07_0_0240,398,665,53
13-38-07_0_0241,382,649,65
13-38-07_0_0242,392,639,56
13-38-07_0_0243,401,632,41
13-38-07_0_0244,412,620,48
13-38-07_0_0245,397,601,75
13-38-07_0_0246,389,593,66
13-38-07_0_0247,388,597,69
13-38-07_0_0248,388,601,72
13-38-07_0_0249,394,574,54
13-38-07_0_0250,374,549,26
13-38-07_0_0251,369,569,37
13-38-07_0_0252,367,571,39
13-38-07_0_0253,361,563,38
13-38-07_0_0254,373,562,36
13-38-07_0_0255,347,556,18
13-38-07_0_0256,337,566,18
13-38-07_0_0257,344,571,28
13-38-07_0_0258,341,581,56
13-38-07_0_0259,357,574,43
13-38-07_0_0260,355,571,42
13-38-07_0_0261,367,581,30
13-38-07_0_0262,353,568,43
13-38-07_0_0263,353,581,17
13-38-07_0_0264,363,573,31
13-38-07_0_0265,365,589,32
13-38-07_0_0266,383,586,50
13-38-07_0_0267,383,605,42
13-38-07_0_0268,392,604,52
13-38-07_0_0269,392,623,38
13-38-07_0_0270,393,628,38
13-38-07_0_0271,362,627,66
13-38-07_0_0272,385,652,36
13-38-07_0_0273,358,649,64
13-38-07_0_0274,380,662,44
13-38-07_0_0275,367,680,41
13-38-07_0_0276,379,682,51
13-38-07_0_0277,364,697,39
13-38-07_0_0278,347,712,48
13-38-07_0_0279,345,716,50
13-38-07_0_0280,363,718,56
13-38-07_0_0281,344,709,46
13-38-07_0_0282,345,697,50
13-38-07_0_0283,331,698,61
13-38-07_0_0284,344,713,49
13-38-07_0_0285,349,713,54
13-38-07_0_0286,344,707,49
13-38-07_0_0287,353,711,37
13-38-07_0_0288,349,699,73
13-38-07_0_0289,335,716,48
13-38-07_0_0290,323,718,50
13-38-07_0_0291,333,712,48
13-38-07_0_0292,327,711,48
13-38-07_0_0293,337,699,79
13-38-07_0_0294,315,691,60
13-38-07_0_0295,303,700,20
13-38-07_0_0296,320,679,66
13-38-07_0_0297,284,682,29
13-38-07_0_0298,272,680,23
13-38-07_0_0299,274,665,26
13-38-07_0_0300,271,680,22
13-38-07_0_0301,268,675,21
13-38-07_0_0302,280,683,36
13-38-07_0_0303,268,663,18
13-38-07_0_0304,262,659,24
13-38-07_0_0305,271,675,26
13-38-07_0_0306,279,661,31
13-38-07_0_0307,279,688,14
13-38-07_0_0308,301,674,29
13-38-07_0_0309,304,697,56
13-38-07_0_0310,331,680,63
13-38-07_0_0311,333,688,62
13-38-07_0_0312,328,673,65
13-38-07_0_0313,350,659,42
13-38-07_0_0314,375,670,19
13-38-07_0_0315,373,667,18
13-38-07_0_0320,371,665,19
13-38-07_0_0331,313,641,61
13-38-07_0_0332,291,655,40
13-38-07_0_0335,269,687,25
13-38-07_0_0336,295,695,40
13-38-07_0_0337,259,677,16
13-38-07_0_0338,268,669,19
13-38-07_0_0339,269,688,23
13-38-07_0_0340,291,667,45
13-38-07_0_0341,263,674,19
13-38-07_0_0342,263,679,18
13-38-07_0_0343,267,667,21
13-38-07_0_0344,267,656,18
13-38-07_0_0345,263,683,15
13-38-07_0_0346,268,659,21
13-38-07_0_0347,267,657,20
13-38-07_0_0348,278,659,27
13-38-07_0_0349,284,658,31
13-38-07_0_0350,281,656,25
13-38-07_0_0351,295,650,38
13-38-07_0_0352,296,658,40
13-38-07_0_0353,293,641,29
13-38-07_0_0354,302,633,44
13-38-07_0_0355,304,628,41
13-38-07_0_0356,307,603,33
13-38-07_0_0357,311,599,33
13-38-07_0_0358,307,602,34
13-38-07_0_0359,299,592,26
13-38-07_0_0360,296,595,20
